time,prcp,cumulative
2014-06-19 09:00:00,0.449,0.449
2014-06-19 10:00:00,0.02,0.46900000000000003
2014-06-19 11:00:00,0.949,1.418
2014-06-19 12:00:00,0.031,1.4489999999999998
2014-06-19 13:00:00,0.11,1.559
2014-06-19 14:00:00,0.248,1.807
2014-06-19 15:00:00,1.11,2.917
2014-06-19 16:00:00,0.008,2.925
2014-06-19 17:00:00,0.15,3.0749999999999997
2014-06-19 18:00:00,0.0,3.0749999999999997
