time,prcp,cumulative
1978-08-27 05:00:00,0.161,0.161
1978-08-27 06:00:00,0.661,0.8220000000000001
1978-08-27 07:00:00,0.819,1.641
1978-08-27 08:00:00,0.831,2.472
1978-08-27 09:00:00,0.299,2.771
1978-08-27 10:00:00,0.559,3.33
1978-08-27 11:00:00,0.201,3.531
1978-08-27 12:00:00,0.0,3.531
