time,prcp,cumulative
1977-08-31 02:00:00,0.701,0.701
1977-08-31 03:00:00,1.78,2.481
1977-08-31 04:00:00,2.701,5.182
1977-08-31 05:00:00,1.5,6.682
1977-08-31 06:00:00,0.591,7.273000000000001
1977-08-31 07:00:00,0.0,7.273000000000001
