time,prcp,cumulative
1949-07-27 14:00:00,0.059,0.059
1949-07-27 15:00:00,0.72,0.7789999999999999
1949-07-27 16:00:00,1.0,1.779
1949-07-27 17:00:00,1.988,3.767
1949-07-27 18:00:00,0.201,3.968
1949-07-27 19:00:00,0.0,3.968
