time,prcp,cumulative
1951-07-21 03:00:00,0.142,0.142
1951-07-21 04:00:00,0.98,1.1219999999999999
1951-07-21 05:00:00,0.402,1.524
1951-07-21 06:00:00,0.051,1.575
1951-07-21 07:00:00,0.799,2.374
1951-07-21 08:00:00,0.559,2.9330000000000003
1951-07-21 09:00:00,0.0,2.9330000000000003
