time,prcp,cumulative
1986-06-22 02:00:00,0.87,0.87
1986-06-22 03:00:00,0.61,1.48
1986-06-22 04:00:00,0.0,1.48
1986-06-22 05:00:00,0.551,2.031
1986-06-22 06:00:00,0.091,2.1220000000000003
1986-06-22 07:00:00,0.142,2.2640000000000002
1986-06-22 08:00:00,0.26,2.524
1986-06-22 09:00:00,0.26,2.784
1986-06-22 10:00:00,0.201,2.985
1986-06-22 11:00:00,0.02,3.005
