time,prcp,cumulative
1984-06-07 21:00:00,0.118,0.118
1984-06-07 22:00:00,1.26,1.3780000000000001
1984-06-07 23:00:00,0.858,2.236
1984-06-08 00:00:00,0.469,2.705
1984-06-08 01:00:00,0.098,2.803
1984-06-08 02:00:00,0.079,2.882
1984-06-08 03:00:00,0.012,2.894
