time,prcp,cumulative
1987-07-24 02:00:00,2.319,2.319
1987-07-24 03:00:00,2.689,5.008
1987-07-24 04:00:00,2.571,7.579000000000001
1987-07-24 05:00:00,0.48,8.059000000000001
1987-07-24 06:00:00,1.091,9.15
1987-07-24 07:00:00,0.85,10.0
1987-07-24 08:00:00,0.0,10.0
