time,prcp,cumulative
1987-07-21 01:00:00,0.13,0.13
1987-07-21 02:00:00,1.409,1.5390000000000001
1987-07-21 03:00:00,0.24,1.7790000000000001
1987-07-21 04:00:00,0.15,1.929
1987-07-21 05:00:00,0.311,2.24
1987-07-21 06:00:00,0.512,2.7520000000000002
1987-07-21 07:00:00,0.78,3.532
1987-07-21 08:00:00,0.189,3.721
1987-07-21 09:00:00,0.079,3.8000000000000003
1987-07-21 10:00:00,0.0,3.8000000000000003
