time,prcp,cumulative
1992-09-16 01:00:00,0.24,0.24
1992-09-16 02:00:00,0.209,0.44899999999999995
1992-09-16 03:00:00,0.988,1.4369999999999998
1992-09-16 04:00:00,0.28,1.7169999999999999
1992-09-16 05:00:00,0.831,2.548
1992-09-16 06:00:00,0.02,2.568
1992-09-16 07:00:00,0.701,3.269
1992-09-16 08:00:00,0.051,3.3200000000000003
1992-09-16 09:00:00,0.051,3.3710000000000004
1992-09-16 10:00:00,0.0,3.3710000000000004
