time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2022-04-23 14:00:00,60.8,59.0,94.0,,,140.0,11.8,,1001.0,,
2022-04-23 15:00:00,64.4,59.2,83.0,,,140.0,13.7,,1000.0,,
2022-04-23 16:00:00,69.8,57.0,64.0,,,140.0,17.4,,999.0,,
2022-04-23 17:00:00,71.6,57.4,61.0,,,150.0,20.5,,998.0,,
2022-04-23 18:00:00,69.8,57.0,64.0,,,160.0,25.5,,999.0,,
2022-04-23 19:00:00,69.8,57.0,64.0,,,150.0,17.4,,998.0,,
2022-04-23 20:00:00,71.6,57.4,61.0,,,150.0,17.4,,998.0,,
2022-04-23 21:00:00,75.2,57.4,54.0,,,150.0,16.2,,997.0,,
2022-04-23 22:00:00,75.2,55.2,50.0,,,170.0,20.5,,996.0,,
2022-04-23 23:00:00,73.4,55.2,53.0,,,150.0,20.5,,995.0,,
2022-04-24 00:00:00,62.6,57.4,83.0,,,180.0,23.0,,996.0,,
2022-04-24 01:00:00,60.8,53.6,77.0,,,140.0,16.2,,996.0,,
2022-04-24 02:00:00,60.8,53.6,77.0,,,160.0,12.4,,997.0,,
2022-04-24 03:00:00,59.0,51.8,77.0,,,160.0,14.9,,996.0,,
2022-04-24 04:00:00,59.0,53.6,82.0,,,170.0,14.9,,996.0,,
2022-04-24 05:00:00,55.4,35.4,47.0,0.0,,220.0,17.4,,997.0,,
2022-04-24 06:00:00,51.8,30.0,43.0,0.0,,220.0,14.9,,998.0,,
2022-04-24 07:00:00,48.2,28.4,46.0,0.0,,210.0,12.4,,998.0,,
2022-04-24 08:00:00,46.4,30.2,53.0,0.0,,200.0,12.4,,998.0,,
2022-04-24 09:00:00,46.4,30.2,53.0,0.0,,200.0,18.6,,998.0,,
2022-04-24 10:00:00,46.4,33.6,61.0,0.0,,180.0,17.4,,997.0,,
2022-04-24 11:00:00,46.4,33.6,61.0,0.0,,190.0,20.5,,997.0,,
2022-04-24 12:00:00,46.4,33.6,61.0,0.0,,200.0,23.0,,997.0,,
2022-04-24 13:00:00,46.4,33.6,61.0,0.0,,210.0,23.0,,998.0,,
2022-04-24 14:00:00,46.4,33.6,61.0,0.0,,210.0,23.0,,998.0,,
2022-04-24 15:00:00,46.4,33.6,61.0,0.0,,210.0,23.0,,999.0,,
2022-04-24 16:00:00,44.6,37.6,76.0,0.0,,210.0,23.0,,1000.0,,
2022-04-24 17:00:00,50.0,35.8,58.0,0.0,,200.0,23.0,,1000.0,,
2022-04-24 18:00:00,48.2,39.2,71.0,0.0,,200.0,23.0,,1000.0,,
2022-04-24 19:00:00,50.0,39.0,66.0,0.0,,200.0,17.4,,1001.0,,
2022-04-24 20:00:00,50.0,37.6,62.0,0.0,,200.0,17.4,,1002.0,,
2022-04-24 21:00:00,48.2,37.4,66.0,0.0,,200.0,17.4,,1003.0,,
2022-04-24 22:00:00,46.4,33.6,61.0,0.0,,250.0,20.5,,1005.0,,
2022-04-24 23:00:00,44.6,32.0,61.0,0.0,,260.0,21.7,,1006.0,,
2022-04-25 00:00:00,44.6,34.0,66.0,0.0,,260.0,13.7,,1008.0,,
2022-04-25 01:00:00,42.8,30.2,61.0,0.0,,260.0,16.2,,1009.0,,
2022-04-25 02:00:00,39.2,30.2,70.0,0.0,,260.0,14.9,,1011.0,,
2022-04-25 03:00:00,39.2,28.4,65.0,0.0,,260.0,16.2,,1011.0,,
2022-04-25 04:00:00,37.4,28.6,70.0,0.0,,270.0,14.9,,1011.0,,
2022-04-25 05:00:00,37.4,28.6,70.0,0.0,,270.0,13.7,,1012.0,,
2022-04-25 06:00:00,37.4,28.6,70.0,0.0,,280.0,11.8,,1012.0,,
2022-04-25 07:00:00,35.6,28.4,75.0,0.0,,290.0,17.4,,1012.0,,
2022-04-25 08:00:00,35.6,28.4,75.0,0.0,,300.0,18.6,,1012.0,,
2022-04-25 09:00:00,33.8,28.2,80.0,0.0,,280.0,12.4,,1014.0,,
2022-04-25 10:00:00,33.8,28.2,80.0,0.0,,290.0,12.4,,1014.0,,5.0
2022-04-25 11:00:00,33.8,32.0,93.0,0.004,,280.0,11.8,,1015.0,,5.0
2022-04-25 12:00:00,33.8,32.0,93.0,0.004,,280.0,13.7,,1016.0,,
2022-04-25 13:00:00,33.8,28.2,80.0,0.004,,290.0,13.7,,1017.0,,
2022-04-25 14:00:00,35.6,28.4,75.0,0.0,,300.0,14.9,,1018.0,,
2022-04-25 15:00:00,35.6,28.4,75.0,0.0,,300.0,14.9,,1018.0,,
2022-04-25 16:00:00,37.4,26.8,65.0,0.0,,290.0,16.2,,1019.0,,
2022-04-25 17:00:00,37.4,26.8,65.0,0.0,,280.0,17.4,,1019.0,,
2022-04-25 18:00:00,37.4,26.8,65.0,0.0,,280.0,17.4,,1020.0,,
2022-04-25 19:00:00,39.2,26.4,60.0,0.0,,310.0,12.4,,1020.0,,
2022-04-25 20:00:00,37.4,26.8,65.0,0.0,,280.0,11.8,,1020.0,,
2022-04-25 21:00:00,37.4,24.8,60.0,0.0,,300.0,14.9,,1021.0,,
2022-04-25 22:00:00,35.6,25.0,65.0,0.0,,310.0,18.6,,1022.0,,
2022-04-25 23:00:00,35.6,23.0,60.0,0.0,,300.0,12.4,,1023.0,,
2022-04-26 00:00:00,33.8,21.4,60.0,0.0,,300.0,14.9,,1023.0,,
2022-04-26 01:00:00,33.8,21.4,60.0,0.0,,320.0,12.4,,1024.0,,
2022-04-26 02:00:00,33.8,21.4,60.0,0.0,,300.0,13.7,,1024.0,,
2022-04-26 03:00:00,32.0,19.2,59.0,0.0,,310.0,12.4,,1025.0,,
2022-04-26 04:00:00,32.0,19.2,59.0,0.0,,300.0,17.4,,1025.0,,
2022-04-26 05:00:00,32.0,19.2,59.0,0.0,,300.0,10.6,,1026.0,,
2022-04-26 06:00:00,32.0,21.2,64.0,0.0,,300.0,10.6,,1026.0,,
2022-04-26 07:00:00,30.2,21.2,69.0,0.0,,290.0,14.9,,1026.0,,
2022-04-26 08:00:00,30.2,21.2,69.0,0.0,,290.0,11.8,,1026.0,,
2022-04-26 09:00:00,30.2,21.2,69.0,0.0,,290.0,10.6,,1026.0,,
2022-04-26 10:00:00,28.4,21.2,74.0,0.0,,330.0,13.7,,1027.0,,
2022-04-26 11:00:00,28.4,21.2,74.0,0.0,,310.0,11.8,,1027.0,,
2022-04-26 12:00:00,30.2,21.2,69.0,0.0,,310.0,11.8,,1028.0,,
2022-04-26 13:00:00,30.2,17.6,59.0,0.0,,310.0,11.8,,1028.0,,
2022-04-26 14:00:00,30.2,17.6,59.0,0.0,,340.0,12.4,,1028.0,,
2022-04-26 15:00:00,35.6,17.8,48.0,0.0,,320.0,16.2,,1028.0,,
2022-04-26 16:00:00,37.4,19.4,48.0,0.0,,330.0,14.9,,1028.0,,
2022-04-26 17:00:00,35.6,19.2,51.0,0.0,,320.0,12.4,,1028.0,,
2022-04-26 18:00:00,36.7,21.6,54.0,0.0,,308.0,8.9,,1029.3,,
2022-04-26 19:00:00,41.0,21.2,45.0,0.0,,290.0,9.3,,1027.0,,
2022-04-26 20:00:00,42.8,21.2,42.0,0.0,,350.0,8.1,,1023.0,,
2022-04-26 21:00:00,42.8,21.2,42.0,0.0,,330.0,10.6,,1026.0,,
2022-04-26 22:00:00,42.8,21.2,42.0,0.0,,350.0,9.3,,1026.0,,
2022-04-26 23:00:00,42.8,19.6,39.0,0.0,,70.0,4.3,,1026.0,,
2022-04-27 00:00:00,39.2,19.6,45.0,0.0,,10.0,9.3,,1026.0,,
2022-04-27 01:00:00,37.4,19.4,48.0,0.0,,20.0,8.1,,1027.0,,
2022-04-27 02:00:00,33.8,19.4,55.0,0.0,,40.0,5.6,,1027.0,,
2022-04-27 03:00:00,33.8,19.4,55.0,0.0,,30.0,6.8,,1027.0,,
2022-04-27 04:00:00,32.0,19.2,59.0,0.0,,40.0,4.3,,1028.0,,
2022-04-27 05:00:00,30.2,19.4,64.0,0.0,,30.0,4.3,,1027.0,,
2022-04-27 06:00:00,28.4,19.6,69.0,0.0,,40.0,3.7,,1028.0,,
2022-04-27 07:00:00,30.2,19.4,64.0,0.0,,40.0,5.6,,1028.0,,
2022-04-27 08:00:00,32.0,19.2,59.0,0.0,,70.0,6.8,,1027.0,,
2022-04-27 09:00:00,32.0,19.2,59.0,0.0,,100.0,6.8,,1028.0,,
2022-04-27 10:00:00,32.0,19.2,59.0,0.0,,90.0,6.8,,1027.0,,
2022-04-27 11:00:00,32.0,19.2,59.0,0.0,,90.0,9.3,,1027.0,,
2022-04-27 12:00:00,33.8,19.4,55.0,0.0,,100.0,10.6,,1027.0,,
2022-04-27 13:00:00,33.8,17.6,51.0,0.0,,90.0,14.9,,1027.0,,
2022-04-27 14:00:00,37.4,15.8,41.0,0.0,,80.0,16.2,,1027.0,,
2022-04-27 15:00:00,37.4,15.8,41.0,0.0,,90.0,12.4,,1026.0,,
2022-04-27 16:00:00,42.8,19.6,39.0,0.0,,80.0,9.3,,1026.0,,
2022-04-27 17:00:00,42.8,19.6,39.0,0.0,,60.0,11.8,,1025.0,,
2022-04-27 18:00:00,44.6,21.2,39.0,0.0,,80.0,14.9,,1025.0,,
2022-04-27 19:00:00,48.2,25.0,40.0,0.0,,80.0,16.2,,1024.0,,
2022-04-27 20:00:00,48.2,23.2,37.0,0.0,,80.0,13.7,,1023.0,,
2022-04-27 21:00:00,50.0,22.6,34.0,0.0,,90.0,16.2,,1022.0,,
2022-04-27 22:00:00,51.8,21.4,30.0,0.0,,110.0,16.2,,1022.0,,
2022-04-27 23:00:00,50.0,22.6,34.0,0.0,,90.0,13.7,,1022.0,,
2022-04-28 00:00:00,48.2,23.2,37.0,0.0,,90.0,11.8,,1023.0,,
2022-04-28 01:00:00,44.6,26.6,49.0,0.0,,60.0,10.6,,1023.0,,
2022-04-28 02:00:00,44.6,26.6,49.0,0.0,,80.0,9.3,,1023.0,,
2022-04-28 03:00:00,42.8,26.8,53.0,0.0,,80.0,9.3,,1023.0,,
2022-04-28 04:00:00,42.8,25.0,49.0,0.0,,110.0,8.1,,1023.0,,
2022-04-28 05:00:00,42.8,25.0,49.0,0.0,,90.0,8.1,,1022.0,,
2022-04-28 06:00:00,39.2,24.8,56.0,0.0,,90.0,8.1,,1022.0,,
2022-04-28 07:00:00,37.4,24.8,60.0,0.0,,90.0,8.1,,1022.0,,
2022-04-28 08:00:00,37.4,26.8,65.0,0.0,,80.0,8.1,,1021.0,,
2022-04-28 09:00:00,37.4,24.8,60.0,0.0,,90.0,9.3,,1021.0,,
2022-04-28 10:00:00,37.4,24.8,60.0,0.0,,100.0,9.3,,1021.0,,
2022-04-28 11:00:00,37.4,24.8,60.0,0.0,,100.0,10.6,,1021.0,,
2022-04-28 12:00:00,37.4,21.4,52.0,0.0,,100.0,11.8,,1021.0,,
2022-04-28 13:00:00,41.0,21.2,45.0,0.0,,110.0,11.8,,1021.0,,
2022-04-28 14:00:00,44.6,22.8,42.0,0.0,,110.0,11.8,,1020.0,,
2022-04-28 15:00:00,42.8,25.0,49.0,0.0,,110.0,14.9,,1021.0,,
2022-04-28 16:00:00,44.6,26.6,49.0,0.0,,130.0,13.7,,1021.0,,
2022-04-28 17:00:00,44.6,28.6,53.0,0.0,,110.0,11.8,,1020.0,,
2022-04-28 18:00:00,46.4,30.2,53.0,0.0,,120.0,11.8,,1019.0,,
2022-04-28 19:00:00,46.4,30.2,53.0,0.0,,120.0,13.7,,1019.0,,
2022-04-28 20:00:00,46.4,33.6,61.0,0.0,,110.0,11.8,,1019.0,,
2022-04-28 21:00:00,48.2,33.6,57.0,0.0,,90.0,14.9,,1017.0,,
2022-04-28 22:00:00,51.8,35.6,54.0,0.0,,90.0,11.8,,1016.0,,
2022-04-28 23:00:00,51.8,35.6,54.0,0.0,,110.0,11.8,,1016.0,,
2022-04-29 00:00:00,51.8,35.6,54.0,0.0,,110.0,11.8,,1016.0,,
2022-04-29 01:00:00,51.8,35.6,54.0,0.0,,110.0,11.8,,1016.0,,
2022-04-29 02:00:00,51.8,35.6,54.0,0.0,,120.0,8.1,,1016.0,,
2022-04-29 03:00:00,48.2,37.4,66.0,0.0,,120.0,10.6,,1016.0,,
2022-04-29 04:00:00,48.2,39.2,71.0,0.0,,120.0,9.3,,1016.0,,
2022-04-29 05:00:00,48.2,37.4,66.0,0.0,,100.0,11.8,,1016.0,,
2022-04-29 06:00:00,48.2,37.4,66.0,0.0,,110.0,9.3,,1015.0,,
2022-04-29 07:00:00,46.4,37.6,71.0,0.0,,110.0,9.3,,1015.0,,
2022-04-29 08:00:00,46.4,35.6,66.0,0.0,,110.0,10.6,,1014.0,,
2022-04-29 09:00:00,46.4,35.6,66.0,0.0,,100.0,11.8,,1014.0,,
2022-04-29 10:00:00,46.4,35.6,66.0,0.0,,110.0,10.6,,1014.0,,
2022-04-29 11:00:00,46.4,37.6,71.0,0.0,,110.0,10.6,,1014.0,,
2022-04-29 12:00:00,46.4,37.6,71.0,0.0,,100.0,11.8,,1014.0,,
2022-04-29 13:00:00,48.2,37.4,66.0,0.0,,100.0,11.8,,1014.0,,
2022-04-29 14:00:00,51.8,39.2,62.0,0.0,,110.0,11.8,,1013.0,,
2022-04-29 15:00:00,55.4,40.8,58.0,0.0,,120.0,13.7,,1013.0,,
2022-04-29 16:00:00,55.4,40.8,58.0,0.0,,120.0,11.8,,1013.0,,
2022-04-29 17:00:00,57.2,43.0,59.0,0.0,,120.0,11.8,,1012.0,,
2022-04-29 18:00:00,59.0,42.8,55.0,0.0,,110.0,14.9,,1012.0,,
2022-04-29 19:00:00,59.0,42.8,55.0,0.0,,120.0,11.8,,1011.0,,
2022-04-29 20:00:00,60.8,43.0,52.0,0.0,,120.0,12.4,,1011.0,,
2022-04-29 21:00:00,60.8,43.0,52.0,0.0,,120.0,16.2,,1010.0,,
2022-04-29 22:00:00,62.6,42.6,48.0,0.0,,130.0,10.6,,1010.0,,
2022-04-29 23:00:00,62.6,42.6,48.0,0.0,,130.0,19.9,,1010.0,,
2022-04-30 00:00:00,55.4,48.4,77.0,0.0,,130.0,18.6,,1010.0,,
2022-04-30 01:00:00,55.4,48.4,77.0,0.0,,110.0,14.9,,1010.0,,
2022-04-30 02:00:00,55.4,48.4,77.0,0.0,,110.0,19.9,,1010.0,,
2022-04-30 03:00:00,53.6,52.0,94.0,0.0,,100.0,17.4,,1009.0,,
2022-04-30 04:00:00,55.4,46.6,72.0,0.0,,100.0,13.7,,1009.0,,
2022-04-30 05:00:00,55.4,46.6,72.0,0.0,,90.0,11.8,,1008.0,,
2022-04-30 06:00:00,53.6,44.8,72.0,0.0,,100.0,19.9,,1007.0,,
2022-04-30 07:00:00,51.8,48.4,88.0,0.0,,100.0,14.9,,1005.0,,
2022-04-30 08:00:00,51.8,44.4,76.0,0.028,,100.0,17.4,,1004.0,,
2022-04-30 09:00:00,51.8,46.4,82.0,0.083,,110.0,11.8,,1004.0,,
2022-04-30 10:00:00,51.8,46.4,82.0,0.012,,100.0,19.9,,1003.0,,
2022-04-30 11:00:00,51.8,46.4,82.0,0.028,,100.0,13.7,,1002.0,,
2022-04-30 12:00:00,51.8,50.2,94.0,0.079,,100.0,11.8,,1003.0,,
2022-04-30 13:00:00,51.8,48.4,88.0,0.035,,100.0,11.8,,1003.0,,
2022-04-30 14:00:00,50.0,48.4,94.0,0.008,,100.0,11.8,,1003.0,,
2022-04-30 15:00:00,51.8,48.4,88.0,0.016,,100.0,11.8,,1002.0,,5.0
2022-04-30 16:00:00,51.8,48.4,88.0,0.0,,100.0,13.7,,1001.0,,
2022-04-30 17:00:00,51.8,48.4,88.0,0.0,,110.0,12.4,,1001.0,,
2022-04-30 18:00:00,51.8,48.4,88.0,0.0,,90.0,9.3,,1001.0,,
2022-04-30 19:00:00,51.8,50.2,94.0,0.012,,90.0,14.9,,1000.0,,
2022-04-30 20:00:00,51.8,48.4,88.0,0.039,,80.0,13.7,,999.0,,
2022-04-30 21:00:00,51.8,48.4,88.0,0.0,,90.0,13.7,,999.0,,
2022-04-30 22:00:00,51.8,48.4,88.0,0.0,,80.0,14.9,,999.0,,
2022-04-30 23:00:00,50.0,48.4,94.0,0.0,,80.0,12.4,,999.0,,
2022-05-01 00:00:00,50.0,48.4,94.0,0.016,,80.0,10.6,,999.0,,
2022-05-01 01:00:00,46.4,51.8,97.0,0.039,,80.0,11.8,,999.0,,
2022-05-01 02:00:00,48.2,48.2,100.0,0.071,,80.0,12.4,,999.0,,
2022-05-01 03:00:00,48.2,48.2,100.0,0.067,,70.0,9.3,,999.0,,
2022-05-01 04:00:00,48.2,48.2,100.0,0.043,,60.0,6.8,,999.0,,
2022-05-01 05:00:00,48.2,48.2,100.0,0.031,,50.0,4.3,,998.0,,
2022-05-01 06:00:00,48.2,46.6,94.0,0.0,,30.0,3.7,,998.0,,
2022-05-01 07:00:00,46.4,46.4,100.0,0.0,,20.0,3.7,,998.0,,
2022-05-01 08:00:00,46.4,46.4,100.0,0.0,,330.0,6.8,,998.0,,
2022-05-01 09:00:00,46.4,46.4,100.0,0.0,,330.0,8.1,,999.0,,
2022-05-01 10:00:00,44.6,44.6,100.0,0.004,,320.0,9.3,,1000.0,,
2022-05-01 11:00:00,42.8,42.8,100.0,0.016,,320.0,11.8,,1000.0,,
2022-05-01 12:00:00,44.6,42.6,93.0,0.028,,300.0,9.3,,1001.0,,
2022-05-01 13:00:00,44.6,42.6,93.0,0.043,,300.0,11.8,,1002.0,,
2022-05-01 14:00:00,44.6,44.6,100.0,0.031,,300.0,11.8,,1003.0,,
2022-05-01 15:00:00,46.4,44.4,93.0,0.016,,310.0,9.3,,1003.0,,
2022-05-01 16:00:00,46.4,44.4,93.0,0.012,,300.0,11.8,,1004.0,,
2022-05-01 17:00:00,48.2,44.6,87.0,0.012,,300.0,11.8,,1005.0,,
2022-05-01 18:00:00,48.2,44.6,87.0,0.008,,300.0,12.4,,1006.0,,
2022-05-01 19:00:00,48.2,44.6,87.0,0.0,,300.0,13.7,,1007.0,,
2022-05-01 20:00:00,46.4,44.4,93.0,0.012,,290.0,19.9,,1008.0,,
2022-05-01 21:00:00,46.4,42.8,87.0,0.016,,280.0,13.7,,1008.0,,
2022-05-01 22:00:00,46.4,42.8,87.0,0.012,,280.0,13.7,,1009.0,,
2022-05-01 23:00:00,46.4,39.2,76.0,0.008,,300.0,14.9,,1010.0,,
2022-05-02 00:00:00,44.6,39.2,81.0,0.0,,300.0,12.4,,1011.0,,
2022-05-02 01:00:00,44.6,39.2,81.0,0.0,,300.0,11.8,,1012.0,,
2022-05-02 02:00:00,44.6,39.2,81.0,0.0,,300.0,12.4,,1013.0,,
2022-05-02 03:00:00,44.6,37.6,76.0,0.0,,300.0,9.3,,1014.0,,
2022-05-02 04:00:00,44.6,39.2,81.0,0.0,,290.0,10.6,,1014.0,,
2022-05-02 05:00:00,42.8,37.4,81.0,0.0,,290.0,10.6,,1015.0,,
2022-05-02 06:00:00,42.8,37.4,81.0,0.0,,290.0,10.6,,1015.0,,
2022-05-02 07:00:00,42.8,37.4,81.0,0.0,,290.0,9.3,,1015.0,,
2022-05-02 08:00:00,42.8,37.4,81.0,0.0,,290.0,10.6,,1015.0,,
2022-05-02 09:00:00,42.8,35.8,76.0,0.0,,300.0,9.3,,1016.0,,
2022-05-02 10:00:00,42.8,35.8,76.0,0.0,,280.0,10.6,,1017.0,,
2022-05-02 11:00:00,41.0,33.6,75.0,0.0,,310.0,11.8,,1017.0,,
2022-05-02 12:00:00,42.8,33.6,70.0,0.0,,330.0,10.6,,1018.0,,
2022-05-02 13:00:00,41.0,35.1,79.0,0.0,,336.0,8.1,,1018.3,,
2022-05-02 14:00:00,42.8,31.8,65.0,0.0,,340.0,12.4,,1018.0,,
2022-05-02 15:00:00,44.6,34.0,66.0,0.0,,320.0,12.4,,1018.0,,
2022-05-02 16:00:00,44.6,34.0,66.0,0.0,,330.0,8.1,,1018.0,,
2022-05-02 17:00:00,46.4,33.6,61.0,0.0,,338.0,7.1,,1018.0,,
2022-05-02 18:00:00,46.4,33.6,61.0,0.0,,338.0,6.7,,1018.0,,
2022-05-02 19:00:00,48.2,33.6,57.0,0.0,,290.0,6.8,,1018.0,,
2022-05-02 20:00:00,48.2,35.8,62.0,0.0,,350.0,10.6,,1017.0,,
2022-05-02 21:00:00,51.8,35.6,54.0,0.0,,10.0,10.6,,1017.0,,
2022-05-02 22:00:00,51.8,33.8,50.0,0.0,,360.0,6.8,,1017.0,,
2022-05-02 23:00:00,51.8,33.8,50.0,0.0,,10.0,8.1,,1017.0,,
2022-05-03 00:00:00,50.0,34.0,54.0,0.0,,10.0,5.6,,1017.0,,
2022-05-03 01:00:00,48.2,35.8,62.0,0.0,,30.0,5.6,,1017.0,,
2022-05-03 02:00:00,48.2,35.8,62.0,0.0,,40.0,5.6,,1017.0,,
2022-05-03 03:00:00,46.4,35.6,66.0,0.0,,40.0,3.7,,1018.0,,
2022-05-03 04:00:00,46.4,35.6,66.0,0.0,,10.0,3.7,,1017.0,,
2022-05-03 05:00:00,42.8,33.6,70.0,0.0,,340.0,4.3,,1017.0,,
2022-05-03 06:00:00,42.8,35.8,76.0,0.0,,350.0,4.3,,1016.0,,
2022-05-03 07:00:00,42.8,35.8,76.0,0.0,,360.0,4.3,,1017.0,,
2022-05-03 08:00:00,44.6,35.8,71.0,0.0,,30.0,4.3,,1017.0,,
2022-05-03 09:00:00,44.6,35.8,71.0,0.0,,20.0,4.3,,1017.0,,
2022-05-03 10:00:00,44.6,35.8,71.0,0.0,,20.0,9.3,,1017.0,,
2022-05-03 11:00:00,44.6,35.8,71.0,0.0,,20.0,11.8,,1018.0,,
2022-05-03 12:00:00,44.6,35.8,71.0,0.0,,30.0,12.4,,1018.0,,
2022-05-03 13:00:00,46.4,35.6,66.0,0.0,,20.0,8.1,,1018.0,,
2022-05-03 14:00:00,48.2,35.8,62.0,0.0,,20.0,10.6,,1018.0,,
2022-05-03 15:00:00,48.2,33.6,57.0,0.0,,20.0,13.7,,1018.0,,
2022-05-03 16:00:00,51.8,35.6,54.0,0.0,,10.0,12.4,,1019.0,,
2022-05-03 17:00:00,51.8,33.8,50.0,0.0,,10.0,12.4,,1019.0,,
2022-05-03 18:00:00,55.4,33.8,44.0,0.0,,10.0,12.4,,1019.0,,
2022-05-03 19:00:00,57.2,33.6,41.0,0.0,,350.0,12.4,,1019.0,,
2022-05-03 20:00:00,57.2,33.6,41.0,0.0,,20.0,12.4,,1018.0,,
2022-05-03 21:00:00,57.2,30.6,36.0,0.0,,70.0,8.1,,1018.0,,
2022-05-03 22:00:00,59.0,32.0,36.0,0.0,,60.0,11.8,,1018.0,,
2022-05-03 23:00:00,57.2,30.6,36.0,0.0,,70.0,11.8,,1018.0,,
2022-05-04 00:00:00,55.4,30.2,38.0,0.0,,60.0,9.3,,1019.0,,
2022-05-04 01:00:00,53.6,30.4,41.0,0.0,,50.0,5.6,,1019.0,,
2022-05-04 02:00:00,50.0,32.0,50.0,0.0,,60.0,3.7,,1021.0,,
2022-05-04 03:00:00,46.4,32.0,57.0,0.0,,40.0,3.7,,1021.0,,
2022-05-04 04:00:00,46.4,30.2,53.0,0.0,,30.0,3.7,,1021.0,,
2022-05-04 05:00:00,44.6,32.0,61.0,0.0,,80.0,4.3,,1022.0,,
2022-05-04 06:00:00,42.8,31.8,65.0,0.0,,90.0,5.6,,1021.0,,
2022-05-04 07:00:00,41.0,30.2,65.0,0.0,,90.0,3.7,,1022.0,,
2022-05-04 08:00:00,42.8,30.2,61.0,0.0,,90.0,4.3,,1022.0,,
2022-05-04 09:00:00,37.4,30.2,75.0,0.0,,110.0,3.7,,1022.0,,
2022-05-04 10:00:00,35.6,30.4,81.0,0.0,,96.0,3.4,,1023.0,,
2022-05-04 11:00:00,37.4,32.2,81.0,0.0,,360.0,3.7,,1023.0,,
2022-05-04 12:00:00,42.8,33.6,70.0,0.0,,77.0,4.0,,1024.0,,
2022-05-04 13:00:00,46.4,33.6,61.0,0.0,,100.0,5.6,,1023.0,,
2022-05-04 14:00:00,51.8,35.6,54.0,0.0,,80.0,4.3,,1023.0,,
2022-05-04 15:00:00,53.6,35.4,50.0,0.0,,80.0,4.3,,1023.0,,
2022-05-04 16:00:00,57.2,35.4,44.0,0.0,,113.0,2.5,,1023.0,,
2022-05-04 17:00:00,60.8,35.6,39.0,0.0,,130.0,4.3,,1022.0,,
2022-05-04 18:00:00,60.8,35.6,39.0,0.0,,60.0,4.3,,1022.0,,
2022-05-04 19:00:00,62.6,36.0,37.0,0.0,,130.0,4.3,,1021.0,,
2022-05-04 20:00:00,64.4,35.4,34.0,0.0,,100.0,4.3,,1021.0,,
2022-05-04 21:00:00,64.4,35.4,34.0,0.0,,130.0,5.6,,1021.0,,
2022-05-04 22:00:00,64.4,35.4,34.0,0.0,,130.0,8.1,,1021.0,,
2022-05-04 23:00:00,64.4,35.4,34.0,0.0,,130.0,5.6,,1021.0,,
2022-05-05 00:00:00,62.6,36.0,37.0,0.0,,100.0,6.8,,1020.0,,
2022-05-05 01:00:00,59.0,37.8,45.0,0.0,,144.0,4.3,,1020.0,,
2022-05-05 02:00:00,59.0,35.2,41.0,0.0,,110.0,5.6,,1020.0,,
2022-05-05 03:00:00,57.2,37.8,48.0,0.0,,160.0,4.3,,1021.0,,
2022-05-05 04:00:00,53.6,39.2,58.0,0.0,,148.0,4.0,,1020.0,,
2022-05-05 05:00:00,53.6,39.2,58.0,0.0,,152.0,5.2,,1020.0,,
2022-05-05 06:00:00,46.4,39.2,76.0,0.0,,150.0,4.5,,1020.0,,
2022-05-05 07:00:00,46.4,39.2,76.0,0.0,,150.0,4.9,,1020.0,,
2022-05-05 08:00:00,46.4,39.2,76.0,0.0,,138.0,3.8,,1019.0,,
2022-05-05 09:00:00,44.6,39.2,81.0,0.0,,60.0,3.7,,1019.0,,
2022-05-05 10:00:00,44.6,41.0,87.0,0.0,,97.0,4.5,,1019.0,,
2022-05-05 11:00:00,46.4,42.8,87.0,0.0,,132.0,3.8,,1020.0,,
2022-05-05 12:00:00,51.8,39.2,62.0,0.0,,110.0,6.0,,1020.0,,
2022-05-05 13:00:00,53.6,39.2,58.0,0.0,,117.0,4.9,,1020.0,,
2022-05-05 14:00:00,57.2,39.2,51.0,0.0,,80.0,5.6,,1019.0,,
2022-05-05 15:00:00,62.6,37.2,39.0,0.0,,90.0,5.6,,1019.0,,
2022-05-05 16:00:00,62.6,36.0,37.0,0.024,,90.0,5.6,,1019.0,,
2022-05-05 17:00:00,64.4,35.4,34.0,0.0,,130.0,6.8,,1018.0,,
2022-05-05 18:00:00,62.6,36.0,37.0,0.0,,107.0,5.6,,1018.0,,
2022-05-05 19:00:00,62.6,36.0,37.0,0.0,,112.0,5.6,,1017.0,,
2022-05-05 20:00:00,64.4,37.6,37.0,0.0,,117.0,5.6,,1016.0,,
2022-05-05 21:00:00,64.4,37.6,37.0,0.0,,196.0,4.3,,1015.0,,
2022-05-05 22:00:00,66.2,35.4,32.0,0.0,,110.0,5.6,,1014.0,,
2022-05-05 23:00:00,66.2,35.4,32.0,0.0,,110.0,5.6,,1014.0,,
2022-05-06 00:00:00,64.4,35.4,34.0,0.0,,206.0,4.7,,1014.0,,
2022-05-06 01:00:00,60.8,37.6,42.0,0.0,,224.0,2.2,,1014.0,,
2022-05-06 02:00:00,55.4,37.6,51.0,0.0,,0.0,0.0,,1014.0,,
2022-05-06 03:00:00,51.8,39.2,62.0,0.0,,68.0,0.7,,1015.0,,
2022-05-06 04:00:00,50.0,39.0,66.0,0.0,,340.0,3.7,,1015.0,,
2022-05-06 05:00:00,46.4,37.6,71.0,0.0,,303.0,2.9,,1014.0,,
2022-05-06 06:00:00,48.2,37.4,66.0,0.0,,0.0,0.0,,1013.0,,
