time,prcp
1978-08-27 05:00:00,0.161
1978-08-27 06:00:00,0.661
1978-08-27 07:00:00,0.819
1978-08-27 08:00:00,0.831
1978-08-27 09:00:00,0.299
1978-08-27 10:00:00,0.559
1978-08-27 11:00:00,0.201
1978-08-27 12:00:00,0.0
