time,prcp
2002-06-21 08:00:00,0.071
2002-06-21 09:00:00,0.051
2002-06-21 10:00:00,0.079
2002-06-21 11:00:00,0.039
2002-06-21 12:00:00,0.382
2002-06-21 13:00:00,0.512
2002-06-21 14:00:00,0.098
2002-06-21 15:00:00,0.169
2002-06-21 16:00:00,0.669
2002-06-21 17:00:00,0.441
2002-06-21 18:00:00,0.228
2002-06-21 19:00:00,0.189
2002-06-21 20:00:00,0.012
