time,prcp
1955-07-08 01:00:00,0.358
1955-07-08 02:00:00,0.531
1955-07-08 03:00:00,0.11
1955-07-08 04:00:00,0.819
1955-07-08 05:00:00,0.63
1955-07-08 06:00:00,0.37
1955-07-08 07:00:00,0.961
1955-07-08 08:00:00,0.051
1955-07-08 09:00:00,0.059
1955-07-08 10:00:00,0.0
