time,prcp
2014-06-19 09:00:00,0.449
2014-06-19 10:00:00,0.02
2014-06-19 11:00:00,0.949
2014-06-19 12:00:00,0.031
2014-06-19 13:00:00,0.11
2014-06-19 14:00:00,0.248
2014-06-19 15:00:00,1.11
2014-06-19 16:00:00,0.008
2014-06-19 17:00:00,0.15
2014-06-19 18:00:00,0.0
