time,prcp
1987-07-21 01:00:00,0.13
1987-07-21 02:00:00,1.409
1987-07-21 03:00:00,0.24
1987-07-21 04:00:00,0.15
1987-07-21 05:00:00,0.311
1987-07-21 06:00:00,0.512
1987-07-21 07:00:00,0.78
1987-07-21 08:00:00,0.189
1987-07-21 09:00:00,0.079
1987-07-21 10:00:00,0.0
