time,prcp
1951-07-21 03:00:00,0.142
1951-07-21 04:00:00,0.98
1951-07-21 05:00:00,0.402
1951-07-21 06:00:00,0.051
1951-07-21 07:00:00,0.799
1951-07-21 08:00:00,0.559
1951-07-21 09:00:00,0.0
