time,prcp
1986-06-22 02:00:00,0.87
1986-06-22 03:00:00,0.61
1986-06-22 04:00:00,0.0
1986-06-22 05:00:00,0.551
1986-06-22 06:00:00,0.091
1986-06-22 07:00:00,0.142
1986-06-22 08:00:00,0.26
1986-06-22 09:00:00,0.26
1986-06-22 10:00:00,0.201
1986-06-22 11:00:00,0.02
