time,prcp
1992-09-16 01:00:00,0.24
1992-09-16 02:00:00,0.209
1992-09-16 03:00:00,0.988
1992-09-16 04:00:00,0.28
1992-09-16 05:00:00,0.831
1992-09-16 06:00:00,0.02
1992-09-16 07:00:00,0.701
1992-09-16 08:00:00,0.051
1992-09-16 09:00:00,0.051
1992-09-16 10:00:00,0.0
