time,prcp
1949-07-27 14:00:00,0.059
1949-07-27 15:00:00,0.72
1949-07-27 16:00:00,1.0
1949-07-27 17:00:00,1.988
1949-07-27 18:00:00,0.201
1949-07-27 19:00:00,0.0
