time,prcp
1987-07-24 02:00:00,2.319
1987-07-24 03:00:00,2.689
1987-07-24 04:00:00,2.571
1987-07-24 05:00:00,0.48
1987-07-24 06:00:00,1.091
1987-07-24 07:00:00,0.85
1987-07-24 08:00:00,0.0
